Word,Rank,Frequency
toyles,7420,1
"vngartred,",7421,1
"glares,",7422,1
plunged,7423,1
abhominably,7424,1
"otherwise,",7425,1
contriue.,7426,1
law;,7427,1
mouth'd,7428,1
"hems,",7429,1
vngalled,7430,1
"prowd,",7431,1
conscience?,7432,1
cockle,7433,1
diuell.,7434,1
"crow-flowers,",7435,1
rankly,7436,1
was?,7437,1
holde,7438,1
bond,7439,1
regions:,7440,1
"vnborne,",7441,1
serpents,7442,1
honor'd,7443,1
tinct,7444,1
"senses,",7445,1
melancholies,7446,1
do),7447,1
brook'd,7448,1
"moods,",7449,1
"swet,",7450,1
twixt,7451,1
"obeyes,",7452,1
inlarg'd.,7453,1
browes:,7454,1
"sipping,",7455,1
wittingly,7456,1
preaching,7457,1
yours:,7458,1
"cloakes,",7459,1
"morrow,",7460,1
cull,7461,1
enter:,7462,1
defeated,7463,1
ake,7464,1
"neigh,",7465,1
"caps,",7466,1
"recoueries,",7467,1
sauiours,7468,1
"fray,",7469,1
"ioyne,",7470,1
"bastardie,",7471,1
"fauours,",7472,1
suburbs,7473,1
trifling,7474,1
basenesse,7475,1
resembles,7476,1
red?,7477,1
mee:,7478,1
firme,7479,1
more;,7480,1
someuer,7481,1
dirge,7482,1
country-men:,7483,1
"illium,",7484,1
beshrew,7485,1
"villager,",7486,1
"a-float,",7487,1
stal'de,7488,1
suiting,7489,1
afternoone;,7490,1
angel?,7491,1
hony-lesse,7492,1
nemian,7493,1
function,7494,1
mountaines,7495,1
circumstance.,7496,1
"barres,",7497,1
extreamity,7498,1
to'th,7499,1
once.,7500,1
"scann'd,",7501,1
"bilboes,",7502,1
ha!,7503,1
whereof,7504,1
king's,7505,1
braine,7506,1
paint,7507,1
orbe,7508,1
popt,7509,1
canoniz'd,7510,1
alone?,7511,1
"breeding,",7512,1
"firme,",7513,1
voluntary,7514,1
retaine,7515,1
priam.,7516,1
reaches,7517,1
"heraldrie,",7518,1
beating;,7519,1
shatter,7520,1
liuing;,7521,1
smallest,7522,1
enemie,7523,1
hasten,7524,1
"affectation,",7525,1
calmely,7526,1
bringing,7527,1
plum-tree,7528,1
turn'st,7529,1
"ambition,",7530,1
"buzze,",7531,1
"lies,",7532,1
habit,7533,1
riotous,7534,1
"auspicious,",7535,1
seiz'd,7536,1
whoreson,7537,1
wonderfull!,7538,1
doublet,7539,1
may:,7540,1
scratch'd,7541,1
"march,",7542,1
lucianus,7543,1
seasons,7544,1
downward,7545,1
"curd,",7546,1
carelesly,7547,1
"throate,",7548,1
dilated,7549,1
sirrah:,7550,1
aduantage;,7551,1
repealing,7552,1
knowne:,7553,1
armie.,7554,1
thunder.,7555,1
assumes,7556,1
hees,7557,1
surmise.,7558,1
"liu'st,",7559,1
businesse.,7560,1
baite,7561,1
soop-stake,7562,1
sheepe,7563,1
stoppes,7564,1
"night-cappes,",7565,1
holdst,7566,1
chance,7567,1
thing;,7568,1
parley.,7569,1
"bent,",7570,1
lose.,7571,1
praises,7572,1
consum'd,7573,1
hart.,7574,1
"couetous,",7575,1
sinewes,7576,1
suppe,7577,1
somthing:,7578,1
perfume,7579,1
"wilde,",7580,1
does;,7581,1
wounded,7582,1
bow'd,7583,1
"propos'd,",7584,1
taking,7585,1
sixeteene,7586,1
proceede,7587,1
befitted,7588,1
fantasticke,7589,1
seuerally,7590,1
skirts,7591,1
"sport,",7592,1
deske,7593,1
woman.,7594,1
maisters!,7595,1
"purchases,",7596,1
"bond,",7597,1
"citizens,",7598,1
sight;,7599,1
(sometimes),7600,1
prayer,7601,1
arriue,7602,1
necessities,7603,1
"disconsolate,",7604,1
maiesty:,7605,1
freely;,7606,1
"cosin,",7607,1
brother.,7608,1
didst,7609,1
denmarkes,7610,1
hic,7611,1
courtesies,7612,1
heauens:,7613,1
pay.,7614,1
expounded,7615,1
comerce,7616,1
"ambassadors,",7617,1
reuiuing,7618,1
"pardon'd,",7619,1
se,7620,1
doers.,7621,1
"crowes,",7622,1
sonne;,7623,1
"thrift,",7624,1
"month,",7625,1
"should,",7626,1
acted:,7627,1
superfluous,7628,1
"sense,",7629,1
"reliques,",7630,1
stately:,7631,1
meane:,7632,1
decline,7633,1
affront,7634,1
monarchs,7635,1
rowsed,7636,1
"negligence,",7637,1
religion,7638,1
imagine-,7639,1
carefully,7640,1
"belou'd,",7641,1
signified,7642,1
reuerence,7643,1
volumnius:,7644,1
"trophies,",7645,1
porches,7646,1
rule.,7647,1
bulke:,7648,1
"excellent,",7649,1
sauagenes,7650,1
"pawse,",7651,1
was;,7652,1
gilded,7653,1
within's,7654,1
"tower,",7655,1
cleaue,7656,1
sanctified,7657,1
"peazants,",7658,1
honest;,7659,1
behoues,7660,1
"render'd,",7661,1
readie.,7662,1
otherwise?,7663,1
"aspect,",7664,1
antony?,7665,1
"flourishes,",7666,1
moone:,7667,1
cart,7668,1
swords;,7669,1
dish,7670,1
generall.,7671,1
be?,7672,1
life.,7673,1
soule:,7674,1
argues,7675,1
flaw.,7676,1
peeces,7677,1
"masker,",7678,1
life-rend'ring,7679,1
"quantitie,",7680,1
"hid,",7681,1
glimpses,7682,1
botch,7683,1
ventiges,7684,1
aslant,7685,1
yeeres,7686,1
rore?,7687,1
primrose,7688,1
"beautie,",7689,1
passage?,7690,1
commendable,7691,1
signall,7692,1
prouerbe,7693,1
foredoes,7694,1
noyance:,7695,1
"rude,",7696,1
misconstrued,7697,1
professe,7698,1
"walkt,",7699,1
speedie,7700,1
hyre,7701,1
busie,7702,1
strawes.,7703,1
vertuous,7704,1
distracted.,7705,1
outherod's,7706,1
signet,7707,1
labour,7708,1
haue:,7709,1
preuent.,7710,1
pronounce,7711,1
subtle,7712,1
"cunning,",7713,1
"weigh'd,",7714,1
madman,7715,1
pawse.,7716,1
storme,7717,1
smot,7718,1
amaz'd:,7719,1
"villanous,",7720,1
"dagger,",7721,1
temper,7722,1
harrow,7723,1
"groaning,",7724,1
lack'd,7725,1
battaile,7726,1
"hallow'd,",7727,1
apparition.,7728,1
"sufficeth,",7729,1
"gardiners,",7730,1
"obedience,",7731,1
for;,7732,1
deerest,7733,1
a-crosse?,7734,1
frown'd,7735,1
"brought,",7736,1
bedded,7737,1
wisenesse,7738,1
only,7739,1
ouer-earnest,7740,1
showres,7741,1
"combination,",7742,1
ivlivs,7743,1
cloath,7744,1
bowts,7745,1
stages,7746,1
wearing,7747,1
tristfull,7748,1
"sober,",7749,1
worlds,7750,1
seat,7751,1
compasse.,7752,1
cynicke,7753,1
"know'st,",7754,1
prison-house;,7755,1
bestil'd,7756,1
"ordinance,",7757,1
adam,7758,1
desires.,7759,1
a-nights:,7760,1
"muddied,",7761,1
drie,7762,1
weepes,7763,1
coming.,7764,1
died:,7765,1
"buy,",7766,1
curiously,7767,1
"labour'd,",7768,1
"signifies,",7769,1
"windowes,",7770,1
blush?,7771,1
"spake,",7772,1
wassels,7773,1
church:,7774,1
"working,",7775,1
"base,",7776,1
"sometime,",7777,1
"vnshaken,",7778,1
litter'd,7779,1
worth,7780,1
"generous,",7781,1
beards;,7782,1
"clocke,",7783,1
decay,7784,1
weakest,7785,1
course?,7786,1
fauour?,7787,1
iade,7788,1
eagles,7789,1
hisse,7790,1
"dishes,",7791,1
showes,7792,1
strugling,7793,1
factious,7794,1
"affliction,",7795,1
leagues,7796,1
intreated,7797,1
nothings,7798,1
"yawn'd,",7799,1
blowes:,7800,1
honourably:,7801,1
expence:,7802,1
leaue;,7803,1
"eate,",7804,1
enforced,7805,1
metellus:,7806,1
mistris,7807,1
insuppressiue,7808,1
lament,7809,1
"rhewmy,",7810,1
bulwarke,7811,1
stabb'd,7812,1
dallying,7813,1
vbique?,7814,1
thriue:,7815,1
distraction?,7816,1
sect,7817,1
"spleenatiue,",7818,1
sooth-sayer,7819,1
"heeles,",7820,1
qualitie,7821,1
end;,7822,1
"seale,",7823,1
vpmost,7824,1
"violl,",7825,1
"chides,",7826,1
mouths,7827,1
excuse.,7828,1
downe;,7829,1
starres,7830,1
phoebus,7831,1
whipt,7832,1
graue-makers;,7833,1
heare.,7834,1
vnwatch'd,7835,1
hates,7836,1
ventures,7837,1
company,7838,1
"weary,",7839,1
"yaughan,",7840,1
anger,7841,1
horsebacke;,7842,1
swet,7843,1
courtiers.,7844,1
supper?,7845,1
spaniell,7846,1
inexplicable,7847,1
withers,7848,1
"mone,",7849,1
poysoning?,7850,1
(vnlesse,7851,1
performance,7852,1
"doublet,",7853,1
god-a-mercy,7854,1
hope:,7855,1
"lordship,",7856,1
condition,7857,1
determined,7858,1
aliue.,7859,1
"sleeue,",7860,1
addition,7861,1
linkes,7862,1
"blockes,",7863,1
determination,7864,1
lucianus.,7865,1
cheefely,7866,1
bodilesse,7867,1
auoyded,7868,1
"obseruer,",7869,1
bels,7870,1
vnskilfull,7871,1
sulleyes,7872,1
insinuation,7873,1
breakes,7874,1
kicke,7875,1
houer,7876,1
"spots,",7877,1
greene,7878,1
turning,7879,1
thankes:,7880,1
farther,7881,1
pursued,7882,1
dip,7883,1
"feates,",7884,1
cicatrice,7885,1
"weake,",7886,1
moued,7887,1
mount.,7888,1
reckoning,7889,1
"lier,",7890,1
"pitch,",7891,1
palpable,7892,1
bodie:,7893,1
"courtesie,",7894,1
confederate,7895,1
entreated,7896,1
generals;,7897,1
"restrain'd,",7898,1
translate,7899,1
lament;,7900,1
keep,7901,1
"contagion,",7902,1
helpfull,7903,1
she's,7904,1
thereunto),7905,1
"voyage,",7906,1
withdrew,7907,1
clowd?,7908,1
true;,7909,1
tongue-tyed,7910,1
cataplasme,7911,1
conceit?,7912,1
madmen,7913,1
"niobe,",7914,1
terrible.,7915,1
"exhalations,",7916,1
"shardes,",7917,1
streetes.,7918,1
bare-foot,7919,1
nunnerie.,7920,1
shark'd,7921,1
moode,7922,1
faint:,7923,1
walles,7924,1
awhile,7925,1
why;,7926,1
happen,7927,1
buyer,7928,1
money,7929,1
"cleerely,",7930,1
consider'd,7931,1
"seuen,",7932,1
he.,7933,1
murd'rous,7934,1
graue-maker:,7935,1
bring'st,7936,1
barnardo),7937,1
"troopes,",7938,1
seale,7939,1
question;,7940,1
adue,7941,1
hands.,7942,1
man!,7943,1
blunted,7944,1
showts,7945,1
hoboyes,7946,1
vnfledg'd,7947,1
about.,7948,1
liberties.,7949,1
intreate,7950,1
extasie.,7951,1
"armours,",7952,1
butchers.,7953,1
breed.,7954,1
instances,7955,1
dishonourable,7956,1
mercurie,7957,1
puisant,7958,1
"proscription,",7959,1
ore-swell,7960,1
"tried,",7961,1
philosophy.,7962,1
caska?,7963,1
an't,7964,1
"gratis,",7965,1
hammes.,7966,1
pluto's,7967,1
testament:,7968,1
obseruant,7969,1
gape,7970,1
ly,7971,1
sicken,7972,1
importunity.,7973,1
hauocke.,7974,1
"barbars,",7975,1
magots,7976,1
forgotten,7977,1
"talkes,",7978,1
consonancy,7979,1
"blowes,",7980,1
captiues,7981,1
graue-maker?,7982,1
spirited,7983,1
inheritor,7984,1
hearer:,7985,1
merrie.,7986,1
terrible,7987,1
"quaintly,",7988,1
encreaseth,7989,1
"makes,",7990,1
harme's,7991,1
apprehension,7992,1
glanced,7993,1
confine.,7994,1
sardians;,7995,1
see'st,7996,1
extorted,7997,1
pettie,7998,1
distant,7999,1
proceeding,8000,1
breefe,8001,1
rawe,8002,1
swound?,8003,1
think?,8004,1
vngracious,8005,1
planets,8006,1
ingenious,8007,1
"view,",8008,1
cousend,8009,1
mowes,8010,1
light:,8011,1
fifteene,8012,1
phrase;,8013,1
murtherer,8014,1
bussling,8015,1
"ladie,",8016,1
vnequall,8017,1
laboured,8018,1
ends,8019,1
"ice,",8020,1
exployt,8021,1
"chayre,",8022,1
"new-fir'd,",8023,1
cap,8024,1
turbulent,8025,1
damnable,8026,1
earnest,8027,1
hearsed,8028,1
"match,",8029,1
"partly,",8030,1
inclos'd.,8031,1
girle:,8032,1
"hie,",8033,1
range,8034,1
heard:,8035,1
"demand,",8036,1
flauio,8037,1
these?,8038,1
musty.,8039,1
imitated,8040,1
captiue,8041,1
sulphurous,8042,1
natures,8043,1
"antonio,",8044,1
"bowels,",8045,1
(after,8046,1
dismall:,8047,1
easie,8048,1
sowre,8049,1
vnkles,8050,1
cousen,8051,1
"angels,",8052,1
bespeake,8053,1
owner,8054,1
"heires,",8055,1
"sence,",8056,1
threats,8057,1
"wharfe,",8058,1
gonzago:,8059,1
whiffe,8060,1
couple,8061,1
sense:,8062,1
"counsels,",8063,1
years,8064,1
feature,8065,1
opprest,8066,1
falser:,8067,1
"trebble,",8068,1
"feather,",8069,1
cal.,8070,1
tryalls:,8071,1
in:,8072,1
france,8073,1
appertaine,8074,1
"leysure,",8075,1
pre-formed,8076,1
cheere,8077,1
soule.,8078,1
greets,8079,1
perceiu'd,8080,1
whilest,8081,1
vngently,8082,1
doue,8083,1
rossius,8084,1
bayed,8085,1
ring?,8086,1
abuse?,8087,1
conceiue.,8088,1
"company,",8089,1
"beene,",8090,1
mistris?,8091,1
holyday?,8092,1
sleep'st:,8093,1
vnsanctified,8094,1
struck,8095,1
conceited,8096,1
"note-booke,",8097,1
"instrument,",8098,1
grinding,8099,1
"harsh,",8100,1
gowne,8101,1
inuite,8102,1
truth:,8103,1
soundly.,8104,1
doe:,8105,1
"compos'd,",8106,1
quiddits,8107,1
speak'st,8108,1
coniuration,8109,1
"rauens,",8110,1
"spoke,",8111,1
cleft,8112,1
boxe;,8113,1
praying,8114,1
pleasure?,8115,1
who;,8116,1
pole,8117,1
moue:,8118,1
behauior,8119,1
sitting,8120,1
gamesom:,8121,1
field;,8122,1
haply,8123,1
"necessary,",8124,1
dawning,8125,1
side.,8126,1
tragedians,8127,1
sufferance,8128,1
"porch,",8129,1
(but,8130,1
englands,8131,1
opinions,8132,1
treacherous,8133,1
"exterior,",8134,1
shake:,8135,1
"pearch'd,",8136,1
melancholly,8137,1
insolence,8138,1
deliberate,8139,1
subscrib'd,8140,1
farme,8141,1
secricie,8142,1
"haire,",8143,1
kinde.,8144,1
o'rerule,8145,1
giued,8146,1
shreds,8147,1
demeanor,8148,1
honourd,8149,1
baptista:,8150,1
frighted,8151,1
haue't.,8152,1
hackt,8153,1
ossa,8154,1
sterrile,8155,1
"stale,",8156,1
flye.,8157,1
rend,8158,1
thought.,8159,1
besides,8160,1
bloods.,8161,1
peruse,8162,1
attaines,8163,1
asking?,8164,1
"wide,",8165,1
hence.,8166,1
stinking,8167,1
cooling:,8168,1
perdie.,8169,1
"seal,",8170,1
yeelds,8171,1
iustice,8172,1
witch,8173,1
o're-hasty,8174,1
conuey,8175,1
weede,8176,1
visage?,8177,1
centinels.,8178,1
suffred,8179,1
trophees:,8180,1
hey-day,8181,1
spill's,8182,1
song?,8183,1
gowne:,8184,1
"exchange,",8185,1
"buffets,",8186,1
decayer,8187,1
nickname,8188,1
duller,8189,1
"dyest,",8190,1
valour,8191,1
"sit,",8192,1
lunacie,8193,1
walk,8194,1
altitude,8195,1
worldly,8196,1
declines,8197,1
"siz'd,",8198,1
shout?,8199,1
knowing,8200,1
"ending,",8201,1
"proue,",8202,1
grunt,8203,1
element,8204,1
"storme,",8205,1
erruption,8206,1
better:,8207,1
shrew'd,8208,1
blister,8209,1
spouts,8210,1
rumor,8211,1
marrie:,8212,1
braine.,8213,1
possesse,8214,1
guarded,8215,1
hearers?,8216,1
expedition,8217,1
globe:,8218,1
fawn'd,8219,1
sorrow.,8220,1
(if,8221,1
"cloake,",8222,1
"whole,",8223,1
crowners,8224,1
"priuates,",8225,1
"stroakes,",8226,1
sort;,8227,1
"shout,",8228,1
halfe.,8229,1
"courtiers,",8230,1
ha't:,8231,1
early,8232,1
aduise,8233,1
check'd,8234,1
alasse,8235,1
ruddy,8236,1
tane.,8237,1
envenom'd,8238,1
parragon,8239,1
within?,8240,1
enemies?,8241,1
vnmatch'd,8242,1
"pelion,",8243,1
disclos'd;,8244,1
rendeuous:,8245,1
wot:,8246,1
dy'd,8247,1
houre.,8248,1
"condemn'd,",8249,1
soare,8250,1
wringing,8251,1
painting,8252,1
tune,8253,1
hit;,8254,1
"honesty,",8255,1
caines,8256,1
"passage,",8257,1
fishmonger:,8258,1
amis.,8259,1
"occupation,",8260,1
skies,8261,1
t'would,8262,1
releefe,8263,1
kneele?,8264,1
strangely,8265,1
"quite,",8266,1
lapwing,8267,1
o.,8268,1
moment,8269,1
buyes,8270,1
dreampt,8271,1
neck.,8272,1
feeling,8273,1
health.,8274,1
tutor.,8275,1
straight.,8276,1
fals,8277,1
defence;,8278,1
repent?,8279,1
repent:,8280,1
satyricall,8281,1
fears,8282,1
desart,8283,1
incorrect,8284,1
"swore,",8285,1
vulcans,8286,1
euills,8287,1
wounds,8288,1
"tops,",8289,1
"buriall,",8290,1
"arts,",8291,1
foot,8292,1
and't,8293,1
encompassement,8294,1
deuill,8295,1
"willing,",8296,1
truth;,8297,1
assemble,8298,1
wander,8299,1
pace,8300,1
"vnnaneld,",8301,1
celestiall,8302,1
distraction,8303,1
flatter:,8304,1
vrg'd:,8305,1
foes?,8306,1
forme:,8307,1
"clad,",8308,1
stopes,8309,1
"sake,",8310,1
(churlish,8311,1
gall'd,8312,1
illuminate,8313,1
"clitus,",8314,1
saylor.,8315,1
fortinbras:,8316,1
"caius,",8317,1
ring,8318,1
"readie,",8319,1
"torrent,",8320,1
highest,8321,1
"breach,",8322,1
choaked,8323,1
brauely,8324,1
droppes.,8325,1
flatterers?,8326,1
pittious,8327,1
assault,8328,1
tellus,8329,1
see't.,8330,1
pretors,8331,1
do;,8332,1
rapiers.,8333,1
hid,8334,1
capons,8335,1
sicklied,8336,1
knee,8337,1
leasure,8338,1
seldome,8339,1
teares.,8340,1
farwel,8341,1
souldier:,8342,1
"likely,",8343,1
fortin.,8344,1
kneele,8345,1
worser,8346,1
"heerein,",8347,1
vantage,8348,1
"color,",8349,1
"present,",8350,1
tell-tale.,8351,1
ask'd,8352,1
concernings,8353,1
heads:,8354,1
heauens!,8355,1
capitoll?,8356,1
hie,8357,1
ioyes,8358,1
emulate,8359,1
"two,",8360,1
whore),8361,1
conscience;,8362,1
himselfe?,8363,1
"stuck,",8364,1
"weare,",8365,1
leaues.,8366,1
worthles,8367,1
liable,8368,1
tan'd,8369,1
sword-,8370,1
how-euer,8371,1
responsiue,8372,1
test,8373,1
interim,8374,1
holie,8375,1
pick'd,8376,1
degrees,8377,1
thine:,8378,1
breathed,8379,1
dang'rous,8380,1
petitions,8381,1
withall;,8382,1
drunke,8383,1
ascend:,8384,1
refraine,8385,1
"calculate,",8386,1
vnkennell,8387,1
ceremony,8388,1
sepulcher,8389,1
opposing,8390,1
"nutshell,",8391,1
eielids,8392,1
attendants.,8393,1
vnlimited.,8394,1
abler,8395,1
"contents,",8396,1
doe's,8397,1
defeat.,8398,1
lethee.,8399,1
prophane,8400,1
triall.,8401,1
hypocrites.,8402,1
hungry,8403,1
offenders,8404,1
beads,8405,1
damon,8406,1
"bated,",8407,1
hugger,8408,1
madam?,8409,1
target:,8410,1
sprinkle,8411,1
fellowes:,8412,1
omnes.,8413,1
temper'd,8414,1
attempts.,8415,1
breefe),8416,1
murderers:,8417,1
fra.,8418,1
steals,8419,1
ieering?,8420,1
brothers:,8421,1
forgetfull.,8422,1
maruellous,8423,1
napkins,8424,1
play;,8425,1
tag-ragge,8426,1
o'retooke,8427,1
neruij.,8428,1
sounded,8429,1
chanson,8430,1
both?,8431,1
"fixion,",8432,1
murellus,8433,1
summers,8434,1
a-weary,8435,1
nere,8436,1
minister.,8437,1
contract,8438,1
"gore,",8439,1
walking:,8440,1
heerein.,8441,1
allow:,8442,1
nobility,8443,1
noise?,8444,1
bounded,8445,1
rapiers,8446,1
recoueries:,8447,1
"mew,",8448,1
late?,8449,1
proposer,8450,1
dispos'd:,8451,1
dukes,8452,1
ambition?,8453,1
countrymen:,8454,1
"obligation,",8455,1
picture,8456,1
throng,8457,1
drownes,8458,1
souldiers,8459,1
"audience,",8460,1
ouer-happy:,8461,1
conquerors,8462,1
apart,8463,1
pronounc'd,8464,1
flowers:,8465,1
fates.,8466,1
roman?,8467,1
aduenturous,8468,1
"whence,",8469,1
traitorous,8470,1
orderly,8471,1
"finde,",8472,1
chaste,8473,1
"owne,",8474,1
"magicke,",8475,1
transformation:,8476,1
soueraignty,8477,1
aboord,8478,1
nose?,8479,1
taske,8480,1
"pagan,",8481,1
lonelinesse.,8482,1
whit,8483,1
also.,8484,1
falsely,8485,1
wilt.,8486,1
curre,8487,1
bisson,8488,1
knife,8489,1
meant?,8490,1
coole,8491,1
cabin,8492,1
chafing,8493,1
crown'd:,8494,1
floud,8495,1
"fye,",8496,1
sham'd.,8497,1
pocky,8498,1
strongest,8499,1
eager,8500,1
desiring,8501,1
menace,8502,1
presentment,8503,1
dignities,8504,1
artire,8505,1
moues,8506,1
"pitty,",8507,1
"sinewes,",8508,1
wrathfully:,8509,1
vnmeritable,8510,1
errors,8511,1
alarums,8512,1
ro.,8513,1
chasticement?,8514,1
boule,8515,1
out-stretcht,8516,1
battlements,8517,1
meanes;,8518,1
wife;,8519,1
rebellion,8520,1
iealousie,8521,1
"beares,",8522,1
truely,8523,1
woodcocks.,8524,1
"rebels,",8525,1
rim'd,8526,1
bouge?,8527,1
aunt,8528,1
fields:,8529,1
fam'd,8530,1
lady:,8531,1
deede,8532,1
lupercall,8533,1
fawning:,8534,1
hoe,8535,1
"sicknesse,",8536,1
schollers:,8537,1
thrice:,8538,1
mutine,8539,1
murderer.,8540,1
quarry,8541,1
vnassayleable,8542,1
quintus.,8543,1
"napkin,",8544,1
ruby,8545,1
"speede,",8546,1
"best,",8547,1
"ransomes,",8548,1
drab.,8549,1
"behoue,",8550,1
"rank,",8551,1
confront,8552,1
weapon,8553,1
euermore,8554,1
vnicornes,8555,1
"begg'd,",8556,1
pitious,8557,1
morning?,8558,1
blaze,8559,1
"offence,",8560,1
fishmonger,8561,1
blastments,8562,1
except,8563,1
stops:,8564,1
soldiours,8565,1
outliues,8566,1
incens'd,8567,1
"naturall,",8568,1
"amble,",8569,1
harsh,8570,1
quarrell:,8571,1
hidious?,8572,1
"bedrid,",8573,1
danger.,8574,1
wonder-wounded,8575,1
sweatie,8576,1
vttered,8577,1
thing-,8578,1
debt:,8579,1
hindes.,8580,1
"same,",8581,1
griefes,8582,1
"a-downe,",8583,1
spouting,8584,1
"girdle,",8585,1
show;,8586,1
foam'd,8587,1
"heele,",8588,1
"gentleman,",8589,1
rosincran,8590,1
quicknesse.,8591,1
"co[m]monwealth,",8592,1
"tyrants,",8593,1
conueyance,8594,1
posset,8595,1
k.,8596,1
neuer:,8597,1
fauourites,8598,1
citizen,8599,1
cuckold,8600,1
vision,8601,1
dreines,8602,1
"coile,",8603,1
"records,",8604,1
"enforc'd,",8605,1
beside,8606,1
testie,8607,1
fitting,8608,1
women,8609,1
fairely,8610,1
contribution.,8611,1
new-borne,8612,1
commit,8613,1
shipped,8614,1
axe,8615,1
selues;,8616,1
conuocation,8617,1
"accent,",8618,1
"fox,",8619,1
vnuallued,8620,1
inkindled;,8621,1
plentifull,8622,1
"cry'de,",8623,1
"orchards,",8624,1
carrying,8625,1
tormenting,8626,1
"beare,",8627,1
wash,8628,1
craft,8629,1
espials),8630,1
tricke,8631,1
"chaplesse,",8632,1
"mightier,",8633,1
impittious,8634,1
"respect,",8635,1
sowing,8636,1
forgeries,8637,1
flats,8638,1
"libertie,",8639,1
"wisedomes,",8640,1
eates,8641,1
sleep'st,8642,1
vnpurged,8643,1
strook,8644,1
acquainted,8645,1
"dreamer,",8646,1
els,8647,1
maimed,8648,1
"statue,",8649,1
trickes,8650,1
"roofe,",8651,1
stowed,8652,1
"here,",8653,1
inhibition,8654,1
warmes,8655,1
mars,8656,1
"dangers,",8657,1
"orator,",8658,1
dead;,8659,1
long.,8660,1
"neyther,",8661,1
grisly?,8662,1
staires,8663,1
"fantasies,",8664,1
"corruption,",8665,1
cobler,8666,1
"aeneas,",8667,1
passe.,8668,1
warne,8669,1
inmost,8670,1
colour;,8671,1
bands,8672,1
"designe,",8673,1
"kill,",8674,1
method.,8675,1
driues,8676,1
flattering,8677,1
chanc'd:,8678,1
thirties,8679,1
sirs;,8680,1
returne.,8681,1
coozenage;,8682,1
selfe?,8683,1
"omitted,",8684,1
thinke?,8685,1
show:,8686,1
goes;,8687,1
"fauors,",8688,1
drabbing.,8689,1
tempest-dropping-fire.,8690,1
sorrie,8691,1
germaine,8692,1
hadst,8693,1
straine,8694,1
sonne:,8695,1
"conioyn'd,",8696,1
lowe?,8697,1
kneele;,8698,1
trod,8699,1
themselues.,8700,1
dyed:,8701,1
"trees,",8702,1
"calender,",8703,1
"charitable,",8704,1
"leisure,",8705,1
"claime,",8706,1
branches.,8707,1
lane,8708,1
life),8709,1
quillets?,8710,1
worships,8711,1
windy,8712,1
wormes,8713,1
denmarke:,8714,1
presume,8715,1
region,8716,1
slippery,8717,1
midnight,8718,1
hand;,8719,1
first;,8720,1
word;,8721,1
stoupe,8722,1
"proceeding,",8723,1
drizel'd,8724,1
incensed,8725,1
spilt.,8726,1
perceiue?,8727,1
wing:,8728,1
rosincrance.,8729,1
muddy-metled,8730,1
iest;,8731,1
augurers?,8732,1
questionable,8733,1
list),8734,1
"reynoldo,",8735,1
rheume:,8736,1
brauery:,8737,1
nose,8738,1
"sonnes,",8739,1
seruices,8740,1
"idoll,",8741,1
foile,8742,1
maintains,8743,1
kil'st,8744,1
owe,8745,1
heauen.,8746,1
vndoe,8747,1
tongue),8748,1
defence?,8749,1
"vtterance,",8750,1
feete;,8751,1
remembred,8752,1
"propose,",8753,1
lustre:,8754,1
"closet,",8755,1
doubts,8756,1
quarter'd:,8757,1
priuy,8758,1
"happes,",8759,1
"hee,",8760,1
polititian,8761,1
griefe,8762,1
won,8763,1
wenches,8764,1
stirring,8765,1
"deuice,",8766,1
right;,8767,1
lanke,8768,1
"louing,",8769,1
buttons,8770,1
"rare,",8771,1
"pompe,",8772,1
poesie,8773,1
"politician,",8774,1
"vnbrac'd,",8775,1
metellus;,8776,1
roaming,8777,1
"letter,",8778,1
fire?,8779,1
commencement,8780,1
"insupportable,",8781,1
comrade.,8782,1
columbines:,8783,1
"vacancie,",8784,1
apparant,8785,1
fellow;,8786,1
abuses,8787,1
wife.,8788,1
"aye,",8789,1
oct.,8790,1
messe;,8791,1
"tinctures,",8792,1
envenom,8793,1
spectacle:,8794,1
"councell,",8795,1
remoue:,8796,1
charitable,8797,1
aboord:,8798,1
"arras,",8799,1
"blessing,",8800,1
pery-wig-pated,8801,1
drowned,8802,1
fortunate:,8803,1
foreknowing,8804,1
establish,8805,1
"swoonded,",8806,1
pulse,8807,1
"forty,",8808,1
breefe.,8809,1
inquiry,8810,1
daughter?,8811,1
throne,8812,1
"celestiall,",8813,1
"charity,",8814,1
"deserue,",8815,1
can:,8816,1
graue.,8817,1
oft.,8818,1
againe),8819,1
mountaines;,8820,1
tride,8821,1
grant.,8822,1
"waste,",8823,1
calles?,8824,1
leaping,8825,1
forward,8826,1
"lye,",8827,1
presents,8828,1
court:,8829,1
spirit;,8830,1
borne.,8831,1
"without,",8832,1
mace,8833,1
chimney,8834,1
occulted,8835,1
flye:,8836,1
seruile,8837,1
stew'd,8838,1
hebenon,8839,1
"remorselesse,",8840,1
graue-making?,8841,1
stretcht,8842,1
returneth,8843,1
life?,8844,1
julius,8845,1
"coronation,",8846,1
thorow,8847,1
"clownes,",8848,1
"sighe,",8849,1
made:,8850,1
natures.,8851,1
intermit,8852,1
"violets,",8853,1
"women,",8854,1
"nod,",8855,1
"on't,",8856,1
emulation.,8857,1
"prophesie,",8858,1
cowardice:,8859,1
"griefes,",8860,1
trade?,8861,1
carried,8862,1
heere;,8863,1
scripture?,8864,1
